carat,cut,color,clarity,depth,table,x,y,z,price
1.64,Premium,E,SI1,59.5,58.0,7.72,7.64,4.57,14236
0.75,Good,E,SI2,62.3,58.0,5.78,5.81,3.61,2702
1.21,Premium,H,SI2,62.1,56.0,6.8,6.76,4.21,5082
1.13,Premium,E,VS1,61.1,59.0,6.72,6.69,4.1,8353
0.7,Fair,G,I1,65.2,58.0,5.57,5.49,3.61,956
0.35,Ideal,G,VS2,62.5,53.0,4.53,4.56,2.84,615
0.3,Good,J,SI1,63.8,56.0,4.26,4.23,2.71,450
0.72,Very Good,E,VVS1,60.8,58.0,5.79,5.83,3.53,4339
0.3,Premium,F,VVS2,61.6,58.0,4.28,4.35,2.66,737
1.1,Ideal,G,VVS2,60.5,56.0,6.76,6.7,4.07,9215
0.37,Ideal,H,VS2,60.7,58.0,4.64,4.68,2.83,603
1.11,Very Good,H,SI1,63.2,58.0,6.53,6.61,4.15,5192
0.3,Ideal,F,IF,61.7,58.0,4.3,4.32,2.66,886
0.72,Very Good,D,VS1,59.4,56.0,5.85,5.9,3.49,3619
0.7,Ideal,F,VS2,61.6,57.0,5.76,5.71,3.53,2657
0.5,Premium,E,VS2,61.0,59.0,5.13,5.07,3.11,1583
0.3,Premium,E,SI1,60.0,60.0,4.36,4.38,2.62,526
0.32,Ideal,H,VVS2,61.2,56.0,4.43,4.4,2.7,828
0.4,Ideal,G,VVS1,61.2,56.0,4.79,4.75,2.92,1200
1.01,Good,F,SI2,64.3,59.0,6.33,6.26,4.05,4197
0.4,Very Good,D,VS1,62.9,56.0,4.67,4.71,2.95,1123
2.01,Very Good,F,SI2,60.8,57.0,8.09,8.15,4.94,17244
0.81,Ideal,E,SI2,60.3,57.0,6.07,6.04,3.65,2864
0.53,Very Good,G,VS1,62.2,59.0,5.14,5.18,3.21,1664
0.5,Ideal,E,VS1,61.7,57.0,5.11,5.13,3.16,2192
1.75,Premium,G,VS2,61.5,59.0,7.76,7.66,4.74,16783
0.41,Ideal,H,VS2,61.3,56.0,4.81,4.84,2.96,941
0.57,Ideal,E,VS2,61.6,56.0,5.38,5.33,3.3,1949
0.31,Premium,G,SI1,61.5,59.0,4.38,4.34,2.68,593
0.56,Ideal,I,VS1,60.5,55.0,5.33,5.39,3.24,1406
0.9,Premium,D,SI2,59.8,61.0,6.21,6.17,3.7,3780
0.4,Premium,J,VS2,60.9,62.0,4.76,4.73,2.89,765
1.31,Good,G,SI1,63.4,56.5,6.87,6.97,4.4,7147
1.13,Premium,H,VS2,62.8,59.0,6.63,6.58,4.15,5571
0.24,Very Good,F,VVS2,61.9,56.0,3.97,4.01,2.47,492
0.3,Premium,G,VS1,59.6,59.0,4.38,4.34,2.6,776
0.74,Premium,I,SI2,61.0,60.0,5.8,5.75,3.52,2051
0.56,Ideal,F,VS2,61.0,55.0,5.33,5.35,3.26,1708
1.23,Ideal,J,SI2,62.4,58.0,6.79,6.86,4.26,5158
0.42,Very Good,D,SI1,62.3,58.0,4.8,4.83,3.0,784
0.76,Good,J,VS1,62.6,61.9,5.7,5.75,3.58,2015
0.36,Ideal,E,VS1,62.4,55.0,4.61,4.59,2.87,1094
0.4,Premium,J,IF,62.2,61.0,4.71,4.68,2.92,1063
1.01,Very Good,D,SI1,62.9,59.0,6.39,6.43,4.03,5443
1.57,Ideal,I,VS1,62.3,57.0,7.44,7.48,4.65,10209
1.5,Very Good,E,VS2,62.1,60.0,7.27,7.32,4.53,14639
0.9,Premium,D,SI1,62.2,60.0,6.14,6.08,3.8,4612
1.7,Good,H,SI1,63.9,56.0,7.61,7.53,4.84,11869
0.72,Very Good,D,SI1,62.9,58.0,5.7,5.72,3.59,2285
0.92,Premium,H,VS2,62.4,60.0,6.24,6.16,3.87,4451
0.76,Good,I,SI1,64.3,60.0,5.69,5.64,3.64,2326
0.77,Premium,H,SI1,60.9,60.0,5.89,5.87,3.58,2457
0.41,Ideal,F,VS1,60.8,57.0,4.8,4.77,2.91,1076
1.01,Good,F,VS1,61.8,57.0,6.34,6.44,3.95,6626
1.22,Ideal,H,VVS2,62.2,56.0,6.83,6.87,4.26,8014
0.53,Very Good,G,SI1,60.2,57.0,5.22,5.28,3.16,1367
1.01,Premium,H,SI2,61.9,59.0,6.42,6.37,3.96,3790
0.7,Very Good,H,SI2,63.8,55.0,5.57,5.59,3.56,1890
0.5,Very Good,G,VVS1,61.3,57.0,5.15,5.07,3.13,1940
0.61,Ideal,J,VS1,61.1,56.0,5.44,5.49,3.33,1569
1.21,Very Good,F,VS2,63.5,55.0,6.77,6.71,4.28,7928
1.5,Premium,I,SI2,62.2,61.0,7.24,7.19,4.49,7056
0.5,Very Good,G,VVS2,62.8,57.0,4.99,5.04,3.15,1838
0.25,Very Good,E,VVS2,60.9,59.0,4.03,4.11,2.48,575
0.54,Very Good,J,SI1,61.3,55.0,5.23,5.28,3.22,1080
1.15,Premium,G,SI1,62.0,58.0,6.68,6.77,4.17,4776
0.3,Ideal,H,IF,62.2,54.0,4.34,4.37,2.71,764
1.51,Premium,F,VS2,62.1,59.0,7.37,7.26,4.54,13074
1.31,Ideal,F,VS1,61.7,56.0,7.02,7.04,4.34,11136
1.15,Very Good,J,VS2,62.9,57.0,6.73,6.63,4.2,4766
0.35,Ideal,H,VVS2,62.5,57.0,4.48,4.54,2.82,706
0.9,Fair,H,VS2,64.6,55.0,6.07,6.0,3.9,3538
0.35,Ideal,D,SI1,61.6,57.0,4.54,4.55,2.8,644
0.53,Ideal,H,IF,60.2,56.0,5.29,5.32,3.19,1712
0.34,Premium,E,VS2,62.7,56.0,4.51,4.48,2.82,893
0.71,Good,G,SI1,63.9,56.0,5.62,5.59,3.58,2215
0.72,Ideal,F,SI2,61.1,59.0,5.74,5.79,3.52,2466
0.23,Very Good,D,VS2,63.1,58.0,3.91,3.95,2.48,402
1.01,Premium,E,SI2,61.0,56.0,6.42,6.36,3.9,4371
0.63,Very Good,H,VS2,61.2,59.2,5.48,5.51,3.36,1640
0.41,Very Good,D,SI2,63.1,54.0,4.75,4.72,2.99,818
1.0,Premium,I,SI2,58.2,60.0,6.61,6.55,3.83,2795
0.31,Premium,H,VS1,62.4,58.0,4.34,4.28,2.69,698
0.32,Very Good,G,VS1,61.7,55.0,4.37,4.41,2.71,645
1.14,Ideal,F,I1,61.7,57.0,6.67,6.7,4.13,3755
0.3,Ideal,E,VS1,62.1,57.0,4.3,4.33,2.68,670
0.43,Very Good,G,VS2,62.4,56.0,4.84,4.87,3.02,852
0.5,Good,H,VVS2,66.1,58.0,4.87,4.9,3.23,1214
0.31,Very Good,E,SI1,63.2,59.0,4.33,4.28,2.72,698
0.39,Good,F,VS2,64.3,55.0,4.56,4.64,2.96,681
0.41,Ideal,J,VVS1,61.2,57.0,4.79,4.82,2.94,775
0.26,Good,H,VVS2,63.4,55.0,4.05,4.06,2.57,440
0.37,Ideal,G,SI2,61.3,55.0,4.64,4.66,2.85,518
0.73,Ideal,D,VS1,60.9,55.0,5.83,5.86,3.56,3937
1.41,Ideal,H,SI2,62.0,56.0,7.17,7.24,4.47,8030
0.31,Ideal,G,VVS2,62.4,56.0,4.35,4.31,2.7,907
0.3,Very Good,H,VS2,63.5,54.0,4.3,4.27,2.72,608
0.7,Good,F,SI2,61.6,61.0,5.66,5.68,3.49,2109
1.51,Premium,H,VS1,62.4,60.0,7.34,7.27,4.56,10939
0.7,Premium,F,SI2,59.6,60.0,5.77,5.71,3.42,2139
1.2,Premium,G,VS2,62.5,58.0,6.74,6.67,4.19,9677
0.42,Premium,H,SI1,59.5,57.0,5.11,4.78,2.94,898
0.3,Premium,E,VS2,62.5,59.0,4.3,4.27,2.68,844
2.02,Very Good,F,SI1,60.1,60.0,8.21,8.29,4.96,17658
1.0,Very Good,D,VS1,60.5,59.0,6.43,6.46,3.9,8077
1.0,Very Good,D,SI1,62.2,58.0,6.34,6.45,3.98,5621
1.0,Premium,D,VVS1,62.9,58.0,6.34,6.28,3.97,10752
0.93,Premium,G,SI1,61.0,59.0,6.34,6.28,3.85,4062
0.3,Very Good,D,SI1,63.3,59.0,4.25,4.22,2.68,709
0.34,Ideal,D,SI1,62.7,56.0,4.48,4.45,2.8,803
0.49,Very Good,F,VVS1,62.2,56.0,5.04,5.08,3.14,1952
0.38,Ideal,I,VVS1,62.4,54.8,4.64,4.66,2.9,800
1.04,Ideal,I,SI1,61.7,55.0,6.5,6.54,4.02,4836
1.57,Premium,H,VS2,62.2,58.0,7.45,7.4,4.62,11415
0.7,Premium,G,VS1,62.6,60.0,5.58,5.66,3.52,2512
0.31,Ideal,F,VS2,61.8,56.0,4.37,4.33,2.69,802
0.34,Premium,F,VS2,62.9,58.0,4.46,4.44,2.8,880
0.38,Very Good,D,VS2,63.4,55.0,4.67,4.63,2.95,1117
0.41,Very Good,F,SI2,62.6,54.0,4.75,4.77,2.98,612
0.7,Premium,E,VS2,61.0,59.0,5.74,5.7,3.49,3199
0.7,Very Good,E,VS2,61.8,59.0,5.65,5.68,3.5,2845
0.51,Premium,G,VS2,62.4,58.0,5.11,5.12,3.19,1438
0.32,Premium,E,SI1,62.2,57.0,4.43,4.38,2.74,720
0.52,Ideal,G,VS1,62.7,56.0,5.16,5.14,3.23,1815
0.39,Good,E,VS1,57.8,58.0,4.86,4.9,2.82,1082
0.36,Ideal,I,VVS2,61.5,57.0,4.55,4.58,2.8,655
0.32,Premium,G,VVS2,60.2,60.0,4.45,4.42,2.67,936
1.28,Premium,G,VS2,61.6,58.0,7.02,6.98,4.31,8874
0.9,Very Good,E,SI1,61.3,57.0,6.24,6.29,3.84,4165
0.39,Ideal,J,SI1,61.0,56.0,4.71,4.73,2.88,568
1.01,Very Good,I,SI1,62.0,58.0,6.43,6.47,4.0,3832
0.53,Ideal,D,VS2,61.7,55.0,5.21,5.23,3.22,1857
0.9,Premium,E,VS1,59.4,59.0,6.28,6.31,3.74,5535
0.3,Ideal,G,VS2,60.8,57.0,4.33,4.38,2.65,491
0.35,Ideal,F,VVS1,60.6,57.0,4.57,4.6,2.78,994
0.54,Ideal,E,SI2,60.4,57.0,5.27,5.3,3.19,1266
1.05,Ideal,G,VS2,61.9,56.0,6.52,6.56,4.05,6486
0.91,Very Good,H,SI2,58.4,63.0,6.29,6.24,3.66,3408
0.32,Ideal,E,VVS1,61.3,57.0,4.38,4.43,2.7,954
1.04,Ideal,H,VS2,61.0,57.0,6.56,6.53,3.99,5189
1.24,Premium,G,SI1,58.9,58.0,7.08,6.98,4.14,6145
0.35,Ideal,D,VVS2,61.0,57.0,4.54,4.58,2.78,910
0.56,Ideal,G,VS2,61.4,56.0,5.33,5.35,3.28,1658
1.01,Premium,G,VVS2,61.5,61.0,6.44,6.38,3.94,5963
0.74,Good,D,SI1,63.1,59.0,5.71,5.74,3.61,2753
0.52,Ideal,E,SI1,61.0,55.0,5.19,5.23,3.18,1586
0.51,Premium,F,VS1,62.2,58.0,5.14,5.12,3.19,1749
0.5,Very Good,D,VS2,63.3,56.0,5.0,5.05,3.18,1569
0.32,Ideal,F,VS2,62.4,55.0,4.43,4.41,2.76,828
1.01,Ideal,G,SI1,61.6,57.0,6.4,6.32,3.92,5273
0.91,Good,I,VS2,64.3,58.0,6.05,6.09,3.9,2863
0.91,Ideal,D,SI1,62.1,55.0,6.2,6.24,3.86,5535
0.9,Very Good,G,SI2,62.2,60.0,6.09,6.2,3.82,3256
0.52,Good,D,SI1,63.7,55.0,5.12,5.09,3.25,1605
0.55,Premium,D,SI1,61.0,58.0,5.29,5.27,3.22,1819
0.23,Very Good,E,VVS1,58.6,61.0,4.02,4.04,2.36,530
0.48,Good,G,VS1,58.6,62.0,5.14,5.2,3.03,1199
1.53,Premium,G,SI1,62.3,58.0,7.35,7.3,4.56,11421
0.72,Very Good,F,VS2,63.0,54.0,5.69,5.73,3.6,2784
0.7,Premium,E,SI1,60.5,58.0,5.77,5.74,3.48,2777
0.51,Ideal,D,VS2,61.4,57.0,5.16,5.13,3.16,1807
1.23,Ideal,I,VS1,61.5,56.0,6.86,6.89,4.23,6435
0.57,Ideal,G,VS1,61.3,56.0,5.34,5.36,3.28,1851
0.74,Premium,F,VS1,61.7,57.0,5.85,5.79,3.59,3170
1.3,Premium,J,SI1,61.9,56.0,7.07,7.04,4.37,5569
1.4,Ideal,H,SI2,61.2,56.0,7.23,7.18,4.41,7213
0.81,Premium,E,SI2,59.9,61.0,6.08,6.05,3.63,2559
0.42,Very Good,H,SI1,61.5,54.0,4.87,4.89,3.0,670
0.74,Good,G,SI1,63.6,58.0,5.73,5.71,3.64,1865
0.5,Premium,F,VS2,62.2,59.0,5.06,5.1,3.16,1436
1.01,Ideal,E,VVS1,61.8,54.0,6.43,6.49,3.99,10789
1.07,Fair,F,SI1,60.6,66.0,6.65,6.46,3.97,4554
0.32,Ideal,G,VVS1,62.4,56.0,4.39,4.36,2.73,1080
0.6,Ideal,D,VS2,62.0,55.0,5.39,5.42,3.35,2444
0.92,Very Good,F,SI1,62.2,55.0,6.19,6.26,3.87,4621
2.01,Very Good,J,VS2,63.2,55.0,7.97,8.04,5.07,13596
0.4,Ideal,G,VS2,61.1,56.0,4.74,4.78,2.91,1240
1.02,Premium,F,SI2,62.7,59.0,6.45,6.38,4.02,4227
1.13,Ideal,H,I1,62.2,55.0,6.65,6.69,4.15,3678
1.7,Ideal,H,SI2,62.9,57.0,7.59,7.55,4.76,7664
1.55,Ideal,H,IF,61.4,57.0,7.47,7.42,4.57,13544
0.51,Good,G,SI1,63.7,55.0,5.07,5.1,3.24,1172
0.48,Ideal,H,SI1,61.2,56.0,5.06,5.1,3.11,927
0.64,Ideal,E,VS2,62.0,55.0,5.52,5.55,3.43,2238
0.4,Ideal,G,VS2,62.6,56.0,4.69,4.74,2.95,804
0.24,Good,E,VVS2,65.0,58.0,3.85,3.9,2.52,492
0.54,Ideal,D,VS2,61.8,57.0,5.26,5.22,3.24,1993
1.26,Premium,J,VS2,62.0,60.0,7.0,6.86,4.3,5173
1.19,Premium,H,VS2,62.6,56.0,6.81,6.76,4.25,6198
1.11,Ideal,E,SI2,61.4,58.0,6.63,6.66,4.08,5938
0.38,Ideal,E,VVS1,62.4,53.2,4.62,4.66,2.9,1245
0.72,Ideal,E,SI1,62.0,57.0,5.7,5.75,3.55,2626
0.59,Ideal,D,SI1,61.0,57.0,5.46,5.43,3.32,1912
0.7,Ideal,F,SI1,61.5,56.0,5.74,5.7,3.52,2348
1.34,Ideal,D,SI1,62.2,57.0,7.07,6.95,4.36,8930
0.52,Ideal,G,SI1,62.6,56.0,5.16,5.13,3.22,1338
0.33,Ideal,G,IF,61.8,55.0,4.48,4.45,2.76,1052
0.27,Ideal,F,VVS1,61.0,57.0,4.2,4.22,2.57,620
1.02,Premium,D,SI1,62.5,59.0,6.4,6.34,3.98,5998
1.21,Ideal,D,SI2,62.0,57.0,6.81,6.83,4.23,6190
0.52,Ideal,D,VS2,61.5,56.0,5.19,5.15,3.18,1919
0.25,Ideal,G,VS1,62.6,53.0,4.01,4.07,2.53,438
1.35,Ideal,H,VVS1,61.9,57.0,7.06,7.09,4.38,10639
0.8,Very Good,H,VS2,62.8,57.0,5.87,5.91,3.7,2808
1.23,Ideal,H,IF,61.3,57.0,6.92,6.87,4.23,8585
0.42,Very Good,F,IF,60.0,58.0,4.87,4.9,2.93,1722
1.5,Premium,F,VS2,60.3,58.0,7.47,7.39,4.48,14486
0.4,Very Good,I,VVS1,60.8,58.0,4.75,4.83,2.91,849
1.71,Very Good,H,VVS2,61.2,62.0,7.59,7.65,4.66,14893
0.3,Very Good,E,VS2,61.6,54.0,4.29,4.32,2.65,600
0.7,Very Good,E,SI1,61.9,60.0,5.6,5.67,3.49,2496
1.12,Premium,I,SI1,60.6,60.0,6.77,6.73,4.09,4390
1.21,Ideal,H,SI1,62.9,57.0,6.78,6.74,4.25,4249
1.01,Very Good,H,VS2,61.0,63.0,6.41,6.38,3.9,5050
1.04,Ideal,F,SI1,61.3,55.0,6.51,6.53,4.0,5321
1.2,Very Good,G,SI1,61.9,58.0,6.74,6.79,4.19,7372
0.9,Good,G,SI2,63.7,62.0,6.01,6.07,3.85,3067
0.33,Ideal,F,VVS1,61.8,57.0,4.46,4.44,2.75,1021
0.52,Good,G,VVS1,58.3,59.0,5.26,5.3,3.08,1754
0.4,Ideal,I,VVS1,60.5,57.0,4.79,4.76,2.89,1080
0.71,Premium,E,SI1,59.2,59.0,5.86,5.83,3.46,2817
0.53,Ideal,E,VS2,62.1,54.6,5.19,5.21,3.23,1690
0.34,Premium,D,SI1,59.7,59.0,4.54,4.57,2.72,626
0.56,Premium,E,VS2,61.8,59.0,5.27,5.34,3.28,1819
0.35,Ideal,D,SI1,61.6,56.0,4.49,4.53,2.78,644
0.41,Ideal,D,SI1,63.0,56.0,4.8,4.75,3.01,920
0.33,Ideal,G,VS1,62.4,56.0,4.45,4.43,2.77,854
1.05,Ideal,F,VS1,60.4,56.0,6.61,6.63,4.0,7373
1.02,Ideal,F,VS2,62.7,56.0,6.39,6.44,4.02,6479
0.72,Ideal,G,SI2,62.1,55.3,5.72,5.74,3.56,2089
0.5,Good,J,SI1,63.3,60.0,4.97,4.99,3.15,877
0.31,Ideal,D,VS2,62.5,57.0,4.36,4.31,2.71,942
1.15,Premium,G,VS2,62.6,58.0,6.68,6.71,4.19,6557
0.5,Good,J,VS2,63.2,60.0,5.01,5.06,3.18,965
0.82,Ideal,G,SI1,60.7,57.0,6.07,6.06,3.68,3123
1.07,Ideal,F,SI1,59.4,57.0,6.73,6.67,3.98,5436
0.8,Ideal,G,VS1,61.1,57.0,5.97,6.0,3.65,4388
0.7,Ideal,D,VS1,62.0,57.0,5.69,5.76,3.55,3335
0.75,Fair,J,SI1,55.0,66.0,6.2,6.04,3.37,1827
2.01,Ideal,H,SI1,62.2,56.0,8.03,8.05,5.0,18252
1.01,Good,E,VS2,63.7,56.0,6.29,6.27,4.0,6335
1.19,Ideal,D,SI2,60.4,55.0,6.91,6.89,4.17,5504
0.42,Good,E,SI1,63.4,56.0,4.74,4.82,3.03,773
0.46,Very Good,F,SI2,61.5,56.0,4.98,5.01,3.07,809
1.2,Very Good,E,SI1,62.7,57.0,6.7,6.79,4.23,7310
0.32,Ideal,G,SI1,62.5,55.0,4.38,4.35,2.73,612
0.31,Ideal,G,VS2,62.2,54.0,4.38,4.4,2.73,562
0.28,Very Good,E,VS1,61.4,60.0,4.16,4.24,2.58,452
0.45,Premium,G,VVS1,60.8,58.0,4.98,4.92,3.01,1323
0.36,Ideal,G,VVS1,62.1,56.0,4.58,4.6,2.85,884
0.56,Ideal,F,VS2,62.1,57.0,5.28,5.29,3.28,1723
0.4,Ideal,E,VS1,62.3,56.0,4.71,4.73,2.94,1053
0.9,Ideal,F,VS2,60.5,54.0,6.22,6.17,3.75,4531
0.7,Ideal,D,VS2,62.7,57.0,5.65,5.67,3.55,3448
0.71,Very Good,E,SI1,61.3,59.0,5.69,5.73,3.5,2735
0.3,Premium,G,SI2,62.5,59.0,4.31,4.27,2.68,506
0.43,Very Good,H,SI2,60.4,56.0,4.9,4.93,2.97,937
0.92,Premium,G,SI2,62.4,57.0,6.22,6.18,3.87,3555
0.81,Premium,E,VS2,61.5,58.0,5.99,5.94,3.97,3674
0.31,Very Good,E,VS2,61.7,58.0,4.31,4.34,2.67,680
1.04,Good,E,SI1,63.5,56.0,6.37,6.41,4.06,5285
1.53,Very Good,J,VS1,59.5,60.0,7.55,7.65,4.52,7677
0.8,Very Good,H,VS2,63.4,60.0,5.92,5.82,3.72,2797
0.38,Ideal,H,VVS2,62.3,53.3,4.65,4.69,2.91,832
0.91,Premium,E,SI1,62.1,58.0,6.18,6.15,3.83,4256
1.04,Ideal,G,VS1,61.8,56.0,6.5,6.52,4.02,7467
1.09,Ideal,G,SI2,61.2,57.0,6.63,6.68,4.07,4586
1.0,Premium,G,SI2,59.4,62.0,6.5,6.47,3.85,4172
0.31,Premium,H,IF,60.4,58.0,4.43,4.41,2.67,977
0.7,Ideal,I,VVS2,62.1,56.0,5.65,5.71,3.53,2353
1.02,Fair,G,VVS2,64.6,59.0,6.31,6.29,4.07,6736
0.9,Fair,F,SI2,65.7,63.0,6.01,5.96,3.93,3062
1.06,Ideal,F,VVS2,61.1,57.0,6.57,6.62,4.03,8619
0.98,Very Good,H,VS2,59.9,60.0,6.45,6.38,3.84,4826
0.42,Premium,G,SI1,62.7,59.0,4.75,4.72,2.97,920
0.7,Good,E,SI2,57.8,61.0,5.88,5.82,3.38,2310
0.32,Good,G,VS2,63.3,54.0,4.36,4.39,2.77,561
1.45,Very Good,F,VS2,62.6,58.0,7.12,7.2,4.48,11667
0.4,Ideal,F,SI2,61.0,56.0,4.76,4.81,2.92,731
0.4,Premium,F,VVS2,62.2,59.0,4.65,4.7,2.91,1088
2.06,Very Good,J,VS2,62.6,58.0,8.05,8.08,5.05,14119
0.33,Premium,E,SI2,60.0,59.0,4.49,4.47,2.69,594
0.72,Ideal,D,SI1,61.1,56.0,5.78,5.81,3.54,2891
1.08,Premium,D,VS2,61.2,60.0,6.63,6.61,4.05,7824
1.01,Ideal,H,SI1,61.3,57.0,6.44,6.46,3.95,5664
1.5,Very Good,I,VS1,62.2,59.0,7.27,7.3,4.53,10164
1.5,Very Good,I,SI2,63.4,58.0,7.15,7.21,4.55,7211
1.75,Ideal,I,VVS2,62.1,56.0,7.72,7.69,4.79,14394
0.74,Ideal,G,SI1,61.9,55.0,5.8,5.83,3.6,3130
1.01,Good,F,SI2,61.5,62.0,6.41,6.46,3.96,4302
0.71,Premium,G,SI1,60.4,59.0,5.81,5.75,3.49,2352
0.41,Ideal,F,VS2,62.7,57.0,4.73,4.78,2.98,863
0.76,Ideal,D,SI1,61.2,57.0,5.88,5.91,3.61,3007
0.51,Ideal,E,VS1,62.7,56.0,5.1,5.14,3.21,1636
0.52,Ideal,E,SI1,63.0,54.0,5.15,5.11,3.23,1429
1.03,Premium,G,SI1,61.6,59.0,6.53,6.5,4.01,4900
0.53,Ideal,E,SI1,61.9,55.0,5.18,5.22,3.22,1435
0.91,Good,J,VS1,64.2,60.0,6.01,5.95,3.84,3210
0.43,Very Good,G,VS1,60.9,57.0,4.88,4.91,2.98,943
2.0,Good,I,VS2,64.0,60.0,7.9,7.83,5.04,10640
1.2,Premium,H,SI2,61.4,58.0,6.81,6.77,4.17,5779
1.64,Premium,I,SI1,62.4,58.0,7.58,7.52,4.71,8716
0.42,Very Good,H,SI1,59.5,57.0,4.78,5.11,2.94,700
1.0,Fair,E,SI2,67.0,53.0,6.19,6.13,4.13,3136
0.4,Ideal,G,VVS1,60.8,57.0,4.78,4.81,2.91,1097
1.03,Ideal,G,SI1,62.4,57.0,6.52,6.47,4.05,4764
0.75,Premium,G,SI2,62.7,58.0,5.82,5.76,3.63,2268
0.53,Very Good,D,VS1,60.5,58.0,5.27,5.3,3.2,2170
1.01,Very Good,I,VS2,61.9,61.0,6.36,6.41,3.95,4626
0.5,Ideal,E,SI2,61.4,57.0,5.09,5.14,3.14,1154
0.33,Ideal,E,VVS1,61.7,56.0,4.46,4.42,2.74,1052
0.8,Ideal,F,IF,60.8,56.0,5.99,6.05,3.66,6674
0.38,Ideal,F,VVS1,61.9,55.0,4.67,4.7,2.9,1096
0.3,Very Good,G,VS1,63.4,55.0,4.32,4.26,2.72,725
1.23,Premium,F,VVS2,61.6,59.0,6.9,6.8,4.22,11534
0.96,Ideal,F,VS1,61.7,56.0,6.4,6.34,3.93,4333
0.25,Ideal,H,IF,61.4,57.0,4.05,4.08,2.49,525
0.3,Ideal,H,VS2,62.6,55.0,4.28,4.31,2.69,491
0.59,Ideal,H,VVS1,62.1,55.0,5.38,5.41,3.35,2193
0.72,Ideal,F,SI2,61.2,58.0,5.72,5.78,3.52,2300
1.22,Premium,D,VS2,62.0,60.0,6.74,6.79,4.22,9581
0.51,Premium,G,SI2,58.6,59.0,5.3,5.25,3.09,1026
1.81,Premium,E,SI2,58.2,61.0,8.09,8.02,4.69,13561
0.23,Premium,D,VVS2,58.9,60.0,4.03,3.95,2.35,688
1.0,Premium,H,SI2,63.0,61.0,6.35,6.31,3.99,4088
0.71,Ideal,I,VVS2,60.6,57.0,5.73,5.78,3.49,2463
1.5,Good,J,SI2,63.6,58.0,7.18,7.25,4.59,6306
0.3,Premium,E,VVS2,61.4,59.0,4.32,4.34,2.66,789
0.55,Premium,G,SI1,60.2,59.0,5.32,5.28,3.19,1848
0.54,Very Good,F,VS2,59.4,57.0,5.29,5.35,3.16,1662
0.33,Ideal,H,VVS1,62.1,53.0,4.47,4.51,2.79,730
0.54,Premium,F,SI1,60.4,58.0,5.29,5.2,3.17,1555
0.51,Ideal,G,VVS2,61.9,55.0,5.15,5.19,3.2,1875
1.06,Ideal,G,SI2,62.5,55.0,6.55,6.51,4.08,4238
1.13,Premium,H,VS2,62.0,57.0,6.68,6.62,4.12,5650
0.7,Good,E,VVS2,60.1,63.0,5.68,5.71,3.42,2857
1.2,Premium,F,VVS2,60.5,60.0,6.98,6.87,4.19,10064
1.09,Ideal,H,SI1,61.9,56.0,6.64,6.61,4.1,4871
0.9,Ideal,H,SI1,61.6,56.0,6.17,6.23,3.82,4740
1.35,Ideal,H,VS2,60.8,56.0,7.13,7.17,4.35,9462
0.52,Ideal,G,VS1,62.3,55.0,5.16,5.14,3.21,1815
0.34,Ideal,E,VS2,62.4,55.0,4.53,4.48,2.81,956
0.53,Ideal,I,SI1,62.8,57.0,5.15,5.2,3.25,1052
0.7,Premium,F,SI2,61.5,58.0,5.74,5.67,3.51,2043
0.64,Very Good,E,VVS2,61.8,59.0,5.51,5.53,3.41,3541
0.81,Ideal,H,VS1,61.8,58.0,5.97,6.04,3.71,3257
1.52,Premium,H,VVS2,61.2,58.0,7.48,7.41,4.56,11979
1.72,Premium,H,SI1,62.0,57.0,7.67,7.63,4.74,9551
0.52,Good,E,VS2,63.4,57.0,5.12,5.16,3.26,1576
0.71,Good,I,SI1,60.0,64.0,5.71,5.79,3.45,1651
1.0,Premium,G,SI1,60.2,59.0,6.5,6.39,3.88,4427
0.32,Premium,H,VVS2,61.0,58.0,4.44,4.41,2.7,828
0.32,Ideal,G,SI2,61.3,56.0,4.44,4.47,2.73,407
0.57,Ideal,D,SI1,62.4,56.0,5.29,5.32,3.31,1754
1.21,Ideal,I,VVS2,61.3,56.0,6.83,6.87,4.2,7938
0.31,Ideal,E,VVS1,61.6,57.0,4.38,4.36,2.69,903
1.04,Premium,E,VVS1,60.9,58.0,6.53,6.61,4.0,11279
1.02,Premium,F,VS1,61.9,59.0,6.44,6.38,3.97,7389
0.33,Ideal,H,VVS1,62.1,55.0,4.46,4.5,2.78,730
1.0,Good,D,VS2,65.7,55.0,6.17,6.22,4.07,6163
0.3,Ideal,I,VS1,61.0,58.0,4.3,4.33,2.63,491
0.59,Ideal,I,VS2,62.0,54.0,5.4,5.43,3.36,1300
0.48,Fair,F,SI1,56.4,59.0,5.28,5.26,2.97,994
1.03,Ideal,E,VVS2,60.6,59.0,6.5,6.53,3.95,10003
0.55,Ideal,F,VVS2,61.5,57.0,5.24,5.27,3.23,2294
0.34,Very Good,F,SI2,60.6,58.0,4.55,4.57,2.76,478
0.54,Very Good,D,VS2,61.7,55.0,5.21,5.26,3.23,1817
0.83,Very Good,G,SI2,63.1,61.0,5.96,5.92,3.75,2259
1.03,Premium,G,VVS2,60.4,59.0,6.58,6.56,3.97,7729
1.67,Ideal,H,SI1,61.6,55.0,7.68,7.62,4.71,11678
1.05,Premium,G,VS2,61.9,59.0,6.56,6.52,4.05,5821
0.27,Ideal,E,VS2,60.8,56.0,4.25,4.23,2.58,537
1.01,Good,G,SI1,62.8,58.0,6.36,6.29,3.97,4641
